County,Year,Monthly Rent,County_Year_Key
Acadia,2010,1075.5,Acadia County_2010
Acadia,2011,1108.5,Acadia County_2011
Acadia,2012,1114.5,Acadia County_2012
Acadia,2013,1040.8333333333333,Acadia County_2013
Acadia,2014,1050.5833333333333,Acadia County_2014
Acadia,2015,1191.8333333333333,Acadia County_2015
Ada,2010,,Ada County_2010
Ada,2011,1144.1333333333334,Ada County_2011
Ada,2012,1155.8333333333333,Ada County_2012
Ada,2013,1224.8055555555557,Ada County_2013
Ada,2014,1298.888888888889,Ada County_2014
Ada,2015,1392.4722222222222,Ada County_2015
Adams,2010,1202.0,Adams County_2010
Adams,2011,1252.0277777777778,Adams County_2011
Adams,2012,1263.6,Adams County_2012
Adams,2013,1316.0833333333333,Adams County_2013
Adams,2014,1367.90625,Adams County_2014
Adams,2015,1482.1041666666667,Adams County_2015
Aiken,2010,877.5,Aiken County_2010
Aiken,2011,994.75,Aiken County_2011
Aiken,2012,877.0833333333334,Aiken County_2012
Aiken,2013,874.25,Aiken County_2013
Aiken,2014,868.3333333333334,Aiken County_2014
Aiken,2015,942.25,Aiken County_2015
Alachua,2010,1034.5,Alachua County_2010
Alachua,2011,1035.25,Alachua County_2011
Alachua,2012,1068.3333333333333,Alachua County_2012
Alachua,2013,1116.0,Alachua County_2013
Alachua,2014,1150.5833333333333,Alachua County_2014
Alachua,2015,1171.5833333333333,Alachua County_2015
Alamance,2010,978.5,Alamance County_2010
Alamance,2011,963.3333333333334,Alamance County_2011
Alamance,2012,941.625,Alamance County_2012
Alamance,2013,882.0416666666666,Alamance County_2013
Alamance,2014,953.875,Alamance County_2014
Alamance,2015,984.25,Alamance County_2015
Alameda,2010,2075.8214285714284,Alameda County_2010
Alameda,2011,2064.1309523809523,Alameda County_2011
Alameda,2012,2104.9166666666665,Alameda County_2012
Alameda,2013,2181.4166666666665,Alameda County_2013
Alameda,2014,2419.059523809524,Alameda County_2014
Alameda,2015,2803.7321428571427,Alameda County_2015
Albany,2010,1520.125,Albany County_2010
Albany,2011,1428.5,Albany County_2011
Albany,2012,1326.1929824561403,Albany County_2012
Albany,2013,1309.5166666666667,Albany County_2013
Albany,2014,1298.2333333333333,Albany County_2014
Albany,2015,1404.45,Albany County_2015
Albemarle,2010,1297.0,Albemarle County_2010
Albemarle,2011,1330.0833333333333,Albemarle County_2011
Albemarle,2012,1408.0833333333333,Albemarle County_2012
Albemarle,2013,1427.75,Albemarle County_2013
Albemarle,2014,1438.25,Albemarle County_2014
Albemarle,2015,1504.0833333333333,Albemarle County_2015
Alexandria City,2010,2149.0,Alexandria City County_2010
Alexandria City,2011,2206.1666666666665,Alexandria City County_2011
Alexandria City,2012,2273.1666666666665,Alexandria City County_2012
Alexandria City,2013,2337.75,Alexandria City County_2013
Alexandria City,2014,2377.75,Alexandria City County_2014
Alexandria City,2015,2426.0833333333335,Alexandria City County_2015
Allegany,2010,1108.0,Allegany County_2010
Allegany,2011,1140.0,Allegany County_2011
Allegany,2012,1171.25,Allegany County_2012
Allegany,2013,1131.6666666666667,Allegany County_2013
Allegany,2014,1053.5833333333333,Allegany County_2014
Allegany,2015,1087.4166666666667,Allegany County_2015
Allegheny,2010,1210.96875,Allegheny County_2010
Allegheny,2011,1181.7552083333333,Allegheny County_2011
Allegheny,2012,1210.1302083333333,Allegheny County_2012
Allegheny,2013,1286.1770833333333,Allegheny County_2013
Allegheny,2014,1321.6666666666667,Allegheny County_2014
Allegheny,2015,1344.7395833333333,Allegheny County_2015
Allen,2010,840.0,Allen County_2010
Allen,2011,812.6666666666666,Allen County_2011
Allen,2012,820.8055555555555,Allen County_2012
Allen,2013,813.75,Allen County_2013
Allen,2014,825.1666666666666,Allen County_2014
Allen,2015,838.5,Allen County_2015
Alpena,2010,1119.5,Alpena County_2010
Alpena,2011,1060.75,Alpena County_2011
Alpena,2012,868.1666666666666,Alpena County_2012
Alpena,2013,838.25,Alpena County_2013
Alpena,2014,842.75,Alpena County_2014
Alpena,2015,854.75,Alpena County_2015
Anchorage,2010,,Anchorage County_2010
Anchorage,2011,1830.1,Anchorage County_2011
Anchorage,2012,1862.75,Anchorage County_2012
Anchorage,2013,1943.25,Anchorage County_2013
Anchorage,2014,1901.25,Anchorage County_2014
Anchorage,2015,1960.0,Anchorage County_2015
Anderson,2010,973.7,Anderson County_2010
Anderson,2011,952.4,Anderson County_2011
Anderson,2012,945.0666666666667,Anderson County_2012
Anderson,2013,934.5166666666667,Anderson County_2013
Anderson,2014,985.7333333333333,Anderson County_2014
Anderson,2015,1002.0833333333334,Anderson County_2015
Angelina,2010,1109.0,Angelina County_2010
Angelina,2011,1096.6666666666667,Angelina County_2011
Angelina,2012,903.9166666666666,Angelina County_2012
Angelina,2013,860.8333333333334,Angelina County_2013
Angelina,2014,921.0,Angelina County_2014
Angelina,2015,1028.5833333333333,Angelina County_2015
Anne Arundel,2010,1881.375,Anne Arundel County_2010
Anne Arundel,2011,1888.21875,Anne Arundel County_2011
Anne Arundel,2012,1902.4791666666667,Anne Arundel County_2012
Anne Arundel,2013,1941.7916666666667,Anne Arundel County_2013
Anne Arundel,2014,1996.4270833333333,Anne Arundel County_2014
Anne Arundel,2015,2033.6979166666667,Anne Arundel County_2015
Anoka,2010,1338.388888888889,Anoka County_2010
Anoka,2011,1371.0833333333333,Anoka County_2011
Anoka,2012,1387.111111111111,Anoka County_2012
Anoka,2013,1421.7314814814815,Anoka County_2013
Anoka,2014,1464.888888888889,Anoka County_2014
Anoka,2015,1482.148148148148,Anoka County_2015
Arapahoe,2010,1278.875,Arapahoe County_2010
Arapahoe,2011,1413.6875,Arapahoe County_2011
Arapahoe,2012,1470.0416666666667,Arapahoe County_2012
Arapahoe,2013,1571.8125,Arapahoe County_2013
Arapahoe,2014,1672.8541666666667,Arapahoe County_2014
Arapahoe,2015,1891.5416666666667,Arapahoe County_2015
Arlington,2010,2557.5,Arlington County_2010
Arlington,2011,2578.3333333333335,Arlington County_2011
Arlington,2012,2643.8333333333335,Arlington County_2012
Arlington,2013,2679.0,Arlington County_2013
Arlington,2014,2723.6666666666665,Arlington County_2014
Arlington,2015,2731.0833333333335,Arlington County_2015
Ascension,2010,,Ascension County_2010
Ascension,2011,,Ascension County_2011
Ascension,2012,1347.7222222222222,Ascension County_2012
Ascension,2013,1410.375,Ascension County_2013
Ascension,2014,1495.25,Ascension County_2014
Ascension,2015,1615.3333333333333,Ascension County_2015
Asotin,2010,1149.5,Asotin County_2010
Asotin,2011,1160.5833333333333,Asotin County_2011
Asotin,2012,1156.8333333333333,Asotin County_2012
Asotin,2013,1160.5,Asotin County_2013
Asotin,2014,1183.8333333333333,Asotin County_2014
Asotin,2015,1228.0833333333333,Asotin County_2015
Atlantic,2010,1544.2,Atlantic County_2010
Atlantic,2011,1457.5166666666667,Atlantic County_2011
Atlantic,2012,1436.35,Atlantic County_2012
Atlantic,2013,1448.6166666666666,Atlantic County_2013
Atlantic,2014,1411.7166666666667,Atlantic County_2014
Atlantic,2015,1458.9833333333333,Atlantic County_2015
Autauga,2010,992.5,Autauga County_2010
Autauga,2011,973.5833333333334,Autauga County_2011
Autauga,2012,971.8333333333334,Autauga County_2012
Autauga,2013,1023.25,Autauga County_2013
Autauga,2014,1024.1666666666667,Autauga County_2014
Autauga,2015,1041.0833333333333,Autauga County_2015
Baldwin,2010,1112.375,Baldwin County_2010
Baldwin,2011,1102.3541666666667,Baldwin County_2011
Baldwin,2012,1103.5625,Baldwin County_2012
Baldwin,2013,1149.0833333333333,Baldwin County_2013
Baldwin,2014,1169.75,Baldwin County_2014
Baldwin,2015,1298.8541666666667,Baldwin County_2015
Baltimore,2010,1540.4722222222222,Baltimore County_2010
Baltimore,2011,1573.111111111111,Baltimore County_2011
Baltimore,2012,1605.5416666666667,Baltimore County_2012
Baltimore,2013,1623.0833333333333,Baltimore County_2013
Baltimore,2014,1647.5,Baltimore County_2014
Baltimore,2015,1690.513888888889,Baltimore County_2015
Baltimore City,2010,1193.5,Baltimore City County_2010
Baltimore City,2011,1215.6666666666667,Baltimore City County_2011
Baltimore City,2012,1213.4166666666667,Baltimore City County_2012
Baltimore City,2013,1237.75,Baltimore City County_2013
Baltimore City,2014,1265.75,Baltimore City County_2014
Baltimore City,2015,1313.75,Baltimore City County_2015
Bannock,2010,,Bannock County_2010
Bannock,2011,779.8,Bannock County_2011
Bannock,2012,796.3333333333334,Bannock County_2012
Bannock,2013,822.4166666666666,Bannock County_2013
Bannock,2014,826.6666666666666,Bannock County_2014
Bannock,2015,872.4166666666666,Bannock County_2015
Barnstable,2010,1526.5,Barnstable County_2010
Barnstable,2011,1502.5833333333333,Barnstable County_2011
Barnstable,2012,1591.6666666666667,Barnstable County_2012
Barnstable,2013,1694.75,Barnstable County_2013
Barnstable,2014,1717.75,Barnstable County_2014
Barnstable,2015,1836.5,Barnstable County_2015
Barren,2010,922.0,Barren County_2010
Barren,2011,907.3333333333334,Barren County_2011
Barren,2012,890.3333333333334,Barren County_2012
Barren,2013,889.3333333333334,Barren County_2013
Barren,2014,911.75,Barren County_2014
Barren,2015,950.0833333333334,Barren County_2015
Barrow,2010,1003.0,Barrow County_2010
Barrow,2011,982.1666666666666,Barrow County_2011
Barrow,2012,978.25,Barrow County_2012
Barrow,2013,985.5833333333334,Barrow County_2013
Barrow,2014,999.9166666666666,Barrow County_2014
Barrow,2015,1051.25,Barrow County_2015
Bartholomew,2010,1057.0,Bartholomew County_2010
Bartholomew,2011,1059.3333333333333,Bartholomew County_2011
Bartholomew,2012,1050.5833333333333,Bartholomew County_2012
Bartholomew,2013,1013.3333333333334,Bartholomew County_2013
Bartholomew,2014,1105.75,Bartholomew County_2014
Bartholomew,2015,1157.1666666666667,Bartholomew County_2015
Barton,2010,655.0,Barton County_2010
Barton,2011,693.9166666666666,Barton County_2011
Barton,2012,818.5833333333334,Barton County_2012
Barton,2013,761.6666666666666,Barton County_2013
Barton,2014,792.1666666666666,Barton County_2014
Barton,2015,786.5,Barton County_2015
Bartow,2010,998.5,Bartow County_2010
Bartow,2011,948.3333333333334,Bartow County_2011
Bartow,2012,892.1666666666666,Bartow County_2012
Bartow,2013,871.4166666666666,Bartow County_2013
Bartow,2014,933.5833333333334,Bartow County_2014
Bartow,2015,977.75,Bartow County_2015
Bastrop,2010,1216.0,Bastrop County_2010
Bastrop,2011,1172.9166666666667,Bastrop County_2011
Bastrop,2012,1141.4166666666667,Bastrop County_2012
Bastrop,2013,1206.8333333333333,Bastrop County_2013
Bastrop,2014,1260.3333333333333,Bastrop County_2014
Bastrop,2015,1409.75,Bastrop County_2015
Bay,2010,1080.6666666666667,Bay County_2010
Bay,2011,1037.1944444444443,Bay County_2011
Bay,2012,954.8055555555555,Bay County_2012
Bay,2013,979.2777777777778,Bay County_2013
Bay,2014,1034.2222222222222,Bay County_2014
Bay,2015,1077.7222222222222,Bay County_2015
Beaufort,2010,1178.0,Beaufort County_2010
Beaufort,2011,1237.8055555555557,Beaufort County_2011
Beaufort,2012,1266.2777777777778,Beaufort County_2012
Beaufort,2013,1328.5,Beaufort County_2013
Beaufort,2014,1431.0277777777778,Beaufort County_2014
Beaufort,2015,1608.1666666666667,Beaufort County_2015
Bedford,2010,1089.75,Bedford County_2010
Bedford,2011,1092.6666666666667,Bedford County_2011
Bedford,2012,1100.125,Bedford County_2012
Bedford,2013,1107.25,Bedford County_2013
Bedford,2014,1127.7083333333333,Bedford County_2014
Bedford,2015,1153.9583333333333,Bedford County_2015
Belknap,2010,1177.0,Belknap County_2010
Belknap,2011,1111.6666666666667,Belknap County_2011
Belknap,2012,1092.6666666666667,Belknap County_2012
Belknap,2013,1124.8333333333333,Belknap County_2013
Belknap,2014,1095.4166666666667,Belknap County_2014
Belknap,2015,1151.4166666666667,Belknap County_2015
Bell,2010,1138.5,Bell County_2010
Bell,2011,1044.0625,Bell County_2011
Bell,2012,1050.5208333333333,Bell County_2012
Bell,2013,1090.75,Bell County_2013
Bell,2014,1073.2916666666667,Bell County_2014
Bell,2015,1102.8125,Bell County_2015
Benton,2010,1029.0,Benton County_2010
Benton,2011,1058.861111111111,Benton County_2011
Benton,2012,1125.358024691358,Benton County_2012
Benton,2013,1159.5357142857142,Benton County_2013
Benton,2014,1168.4285714285713,Benton County_2014
Benton,2015,1237.797619047619,Benton County_2015
Bergen,2010,2113.525,Bergen County_2010
Bergen,2011,2175.554166666667,Bergen County_2011
Bergen,2012,2174.508333333333,Bergen County_2012
Bergen,2013,2226.954166666667,Bergen County_2013
Bergen,2014,2337.241666666667,Bergen County_2014
Bergen,2015,2487.425,Bergen County_2015
Berkeley,2010,1025.875,Berkeley County_2010
Berkeley,2011,1066.2916666666667,Berkeley County_2011
Berkeley,2012,1093.375,Berkeley County_2012
Berkeley,2013,1134.625,Berkeley County_2013
Berkeley,2014,1180.2708333333333,Berkeley County_2014
Berkeley,2015,1227.5416666666667,Berkeley County_2015
Berks,2010,847.0,Berks County_2010
Berks,2011,765.0833333333334,Berks County_2011
Berks,2012,766.6666666666666,Berks County_2012
Berks,2013,746.8333333333334,Berks County_2013
Berks,2014,751.75,Berks County_2014
Berks,2015,777.5,Berks County_2015
Berkshire,2010,1287.0,Berkshire County_2010
Berkshire,2011,1384.5833333333333,Berkshire County_2011
Berkshire,2012,1235.3333333333333,Berkshire County_2012
Berkshire,2013,1113.8333333333333,Berkshire County_2013
Berkshire,2014,1189.75,Berkshire County_2014
Berkshire,2015,1384.75,Berkshire County_2015
Bernalillo,2010,,Bernalillo County_2010
Bernalillo,2011,,Bernalillo County_2011
Bernalillo,2012,1107.5,Bernalillo County_2012
Bernalillo,2013,1106.4583333333333,Bernalillo County_2013
Bernalillo,2014,1107.9583333333333,Bernalillo County_2014
Bernalillo,2015,1156.7916666666667,Bernalillo County_2015
Bexar,2010,1114.6666666666667,Bexar County_2010
Bexar,2011,1089.4166666666667,Bexar County_2011
Bexar,2012,1109.6666666666667,Bexar County_2012
Bexar,2013,1141.5277777777778,Bexar County_2013
Bexar,2014,1189.0,Bexar County_2014
Bexar,2015,1249.861111111111,Bexar County_2015
Bibb,2010,,Bibb County_2010
Bibb,2011,,Bibb County_2011
Bibb,2012,778.4444444444445,Bibb County_2012
Bibb,2013,761.4166666666666,Bibb County_2013
Bibb,2014,767.1666666666666,Bibb County_2014
Bibb,2015,794.3333333333334,Bibb County_2015
Black Hawk,2010,1021.5,Black Hawk County_2010
Black Hawk,2011,965.25,Black Hawk County_2011
Black Hawk,2012,982.5,Black Hawk County_2012
Black Hawk,2013,912.75,Black Hawk County_2013
Black Hawk,2014,977.5416666666666,Black Hawk County_2014
Black Hawk,2015,1029.9166666666667,Black Hawk County_2015
Blair,2010,,Blair County_2010
Blair,2011,,Blair County_2011
Blair,2012,931.4444444444445,Blair County_2012
Blair,2013,947.0,Blair County_2013
Blair,2014,944.8333333333334,Blair County_2014
Blair,2015,931.0,Blair County_2015
Blount,2010,984.0,Blount County_2010
Blount,2011,980.75,Blount County_2011
Blount,2012,1000.6666666666666,Blount County_2012
Blount,2013,1062.0,Blount County_2013
Blount,2014,1045.75,Blount County_2014
Blount,2015,1122.5833333333333,Blount County_2015
Blue Earth,2010,1234.0,Blue Earth County_2010
Blue Earth,2011,1241.9166666666667,Blue Earth County_2011
Blue Earth,2012,1226.0833333333333,Blue Earth County_2012
Blue Earth,2013,1238.6666666666667,Blue Earth County_2013
Blue Earth,2014,1246.75,Blue Earth County_2014
Blue Earth,2015,1305.4166666666667,Blue Earth County_2015
Bonner,2010,,Bonner County_2010
Bonner,2011,1098.5,Bonner County_2011
Bonner,2012,938.9166666666666,Bonner County_2012
Bonner,2013,977.9166666666666,Bonner County_2013
Bonner,2014,1052.8333333333333,Bonner County_2014
Bonner,2015,1165.4166666666667,Bonner County_2015
Bonneville,2010,,Bonneville County_2010
Bonneville,2011,879.0,Bonneville County_2011
Bonneville,2012,898.8333333333334,Bonneville County_2012
Bonneville,2013,916.8333333333334,Bonneville County_2013
Bonneville,2014,911.4166666666666,Bonneville County_2014
Bonneville,2015,979.6666666666666,Bonneville County_2015
Boone,2010,1104.1666666666667,Boone County_2010
Boone,2011,1135.5,Boone County_2011
Boone,2012,1181.1777777777777,Boone County_2012
Boone,2013,1214.5416666666667,Boone County_2013
Boone,2014,1251.7083333333333,Boone County_2014
Boone,2015,1296.2916666666667,Boone County_2015
Bossier,2010,1065.0,Bossier County_2010
Bossier,2011,1115.5,Bossier County_2011
Bossier,2012,1100.1666666666667,Bossier County_2012
Bossier,2013,1271.75,Bossier County_2013
Bossier,2014,1334.8333333333333,Bossier County_2014
Bossier,2015,1311.3333333333333,Bossier County_2015
Boulder,2010,1726.125,Boulder County_2010
Boulder,2011,1817.7083333333333,Boulder County_2011
Boulder,2012,1855.25,Boulder County_2012
Boulder,2013,1910.6666666666667,Boulder County_2013
Boulder,2014,2010.5416666666667,Boulder County_2014
Boulder,2015,2146.2916666666665,Boulder County_2015
Bourbon,2010,999.5,Bourbon County_2010
Bourbon,2011,982.75,Bourbon County_2011
Bourbon,2012,991.8333333333334,Bourbon County_2012
Bourbon,2013,956.4166666666666,Bourbon County_2013
Bourbon,2014,947.3333333333334,Bourbon County_2014
Bourbon,2015,1008.8333333333334,Bourbon County_2015
Bowie,2010,1173.0,Bowie County_2010
Bowie,2011,1148.25,Bowie County_2011
Bowie,2012,1061.0,Bowie County_2012
Bowie,2013,838.0833333333334,Bowie County_2013
Bowie,2014,850.25,Bowie County_2014
Bowie,2015,968.9166666666666,Bowie County_2015
Box Elder,2010,,Box Elder County_2010
Box Elder,2011,1055.2727272727273,Box Elder County_2011
Box Elder,2012,1027.25,Box Elder County_2012
Box Elder,2013,1113.0,Box Elder County_2013
Box Elder,2014,1071.9166666666667,Box Elder County_2014
Box Elder,2015,1110.25,Box Elder County_2015
Boyd,2010,791.0,Boyd County_2010
Boyd,2011,799.8333333333334,Boyd County_2011
Boyd,2012,836.4166666666666,Boyd County_2012
Boyd,2013,853.75,Boyd County_2013
Boyd,2014,843.9166666666666,Boyd County_2014
Boyd,2015,843.25,Boyd County_2015
Boyle,2010,998.5,Boyle County_2010
Boyle,2011,1022.9166666666666,Boyle County_2011
Boyle,2012,990.4166666666666,Boyle County_2012
Boyle,2013,996.6666666666666,Boyle County_2013
Boyle,2014,973.5833333333334,Boyle County_2014
Boyle,2015,1053.9166666666667,Boyle County_2015
Bradley,2010,937.5,Bradley County_2010
Bradley,2011,924.5,Bradley County_2011
Bradley,2012,932.9166666666666,Bradley County_2012
Bradley,2013,949.0,Bradley County_2013
Bradley,2014,895.75,Bradley County_2014
Bradley,2015,953.5833333333334,Bradley County_2015
Branch,2010,1106.5,Branch County_2010
Branch,2011,1052.75,Branch County_2011
Branch,2012,910.0,Branch County_2012
Branch,2013,887.25,Branch County_2013
Branch,2014,926.3333333333334,Branch County_2014
Branch,2015,972.1666666666666,Branch County_2015
Brazoria,2010,1334.3333333333333,Brazoria County_2010
Brazoria,2011,1388.2222222222222,Brazoria County_2011
Brazoria,2012,1457.1666666666667,Brazoria County_2012
Brazoria,2013,1428.1944444444443,Brazoria County_2013
Brazoria,2014,1507.138888888889,Brazoria County_2014
Brazoria,2015,1637.7777777777778,Brazoria County_2015
Brazos,2010,,Brazos County_2010
Brazos,2011,,Brazos County_2011
Brazos,2012,1271.111111111111,Brazos County_2012
Brazos,2013,1307.2916666666667,Brazos County_2013
Brazos,2014,1357.7083333333333,Brazos County_2014
Brazos,2015,1433.5,Brazos County_2015
Brevard,2010,1003.0714285714286,Brevard County_2010
Brevard,2011,1006.0119047619048,Brevard County_2011
Brevard,2012,1032.1785714285713,Brevard County_2012
Brevard,2013,1078.3333333333333,Brevard County_2013
Brevard,2014,1105.6785714285713,Brevard County_2014
Brevard,2015,1208.392857142857,Brevard County_2015
Bristol,2010,1477.5,Bristol County_2010
Bristol,2011,1437.689393939394,Bristol County_2011
Bristol,2012,1454.9318181818182,Bristol County_2012
Bristol,2013,1453.621212121212,Bristol County_2013
Bristol,2014,1485.2878787878788,Bristol County_2014
Bristol,2015,1651.0984848484848,Bristol County_2015
Bristol City,2010,983.5,Bristol City County_2010
Bristol City,2011,947.5833333333334,Bristol City County_2011
Bristol City,2012,822.75,Bristol City County_2012
Bristol City,2013,974.25,Bristol City County_2013
Bristol City,2014,972.5833333333334,Bristol City County_2014
Bristol City,2015,1010.9166666666666,Bristol City County_2015
Brookings,2010,,Brookings County_2010
Brookings,2011,1059.75,Brookings County_2011
Brookings,2012,1108.0833333333333,Brookings County_2012
Brookings,2013,1135.9166666666667,Brookings County_2013
Brookings,2014,1056.6666666666667,Brookings County_2014
Brookings,2015,1224.4166666666667,Brookings County_2015
Broome,2010,1296.3333333333333,Broome County_2010
Broome,2011,1322.9722222222222,Broome County_2011
Broome,2012,1080.861111111111,Broome County_2012
Broome,2013,989.4722222222222,Broome County_2013
Broome,2014,1060.6666666666667,Broome County_2014
Broome,2015,1118.1944444444443,Broome County_2015
Broomfield,2010,1483.5,Broomfield County_2010
Broomfield,2011,1555.1666666666667,Broomfield County_2011
Broomfield,2012,1628.25,Broomfield County_2012
Broomfield,2013,1688.8333333333333,Broomfield County_2013
Broomfield,2014,1884.3333333333333,Broomfield County_2014
Broomfield,2015,2035.75,Broomfield County_2015
Broward,2010,1452.7105263157894,Broward County_2010
Broward,2011,1483.640350877193,Broward County_2011
Broward,2012,1509.6052631578948,Broward County_2012
Broward,2013,1553.1140350877192,Broward County_2013
Broward,2014,1606.2061403508771,Broward County_2014
Broward,2015,1666.1447368421052,Broward County_2015
Brown,2010,734.25,Brown County_2010
Brown,2011,854.5625,Brown County_2011
Brown,2012,963.7291666666666,Brown County_2012
Brown,2013,943.8958333333334,Brown County_2013
Brown,2014,931.9375,Brown County_2014
Brown,2015,975.3541666666666,Brown County_2015
Bryan,2010,1278.5,Bryan County_2010
Bryan,2011,1411.75,Bryan County_2011
Bryan,2012,1520.6666666666667,Bryan County_2012
Bryan,2013,1535.5833333333333,Bryan County_2013
Bryan,2014,1547.75,Bryan County_2014
Bryan,2015,1613.0,Bryan County_2015
Buchanan,2010,819.5,Buchanan County_2010
Buchanan,2011,773.5,Buchanan County_2011
Buchanan,2012,819.4166666666666,Buchanan County_2012
Buchanan,2013,766.4166666666666,Buchanan County_2013
Buchanan,2014,708.4166666666666,Buchanan County_2014
Buchanan,2015,766.0833333333334,Buchanan County_2015
Bucks,2010,1885.9166666666667,Bucks County_2010
Bucks,2011,1910.2569444444443,Bucks County_2011
Bucks,2012,1939.4375,Bucks County_2012
Bucks,2013,1936.3194444444443,Bucks County_2013
Bucks,2014,1968.5277777777778,Bucks County_2014
Bucks,2015,2006.875,Bucks County_2015
Bullitt,2010,998.0,Bullitt County_2010
Bullitt,2011,1048.6666666666667,Bullitt County_2011
Bullitt,2012,1059.0,Bullitt County_2012
Bullitt,2013,994.5833333333334,Bullitt County_2013
Bullitt,2014,1059.8333333333333,Bullitt County_2014
Bullitt,2015,1153.25,Bullitt County_2015
Bulloch,2010,,Bulloch County_2010
Bulloch,2011,,Bulloch County_2011
Bulloch,2012,941.7777777777778,Bulloch County_2012
Bulloch,2013,1038.0833333333333,Bulloch County_2013
Bulloch,2014,1061.8333333333333,Bulloch County_2014
Bulloch,2015,1107.0,Bulloch County_2015
Buncombe,2010,1053.1666666666667,Buncombe County_2010
Buncombe,2011,1140.4166666666667,Buncombe County_2011
Buncombe,2012,1184.888888888889,Buncombe County_2012
Buncombe,2013,1197.888888888889,Buncombe County_2013
Buncombe,2014,1207.388888888889,Buncombe County_2014
Buncombe,2015,1309.888888888889,Buncombe County_2015
Burleigh,2010,,Burleigh County_2010
Burleigh,2011,,Burleigh County_2011
Burleigh,2012,1037.888888888889,Burleigh County_2012
Burleigh,2013,1316.5,Burleigh County_2013
Burleigh,2014,1458.0,Burleigh County_2014
Burleigh,2015,1551.9166666666667,Burleigh County_2015
Burlington,2010,1770.125,Burlington County_2010
Burlington,2011,1757.34375,Burlington County_2011
Burlington,2012,1739.0625,Burlington County_2012
Burlington,2013,1757.3541666666667,Burlington County_2013
Burlington,2014,1791.5729166666667,Burlington County_2014
Burlington,2015,1825.8645833333333,Burlington County_2015
Butler,2010,1092.642857142857,Butler County_2010
Butler,2011,1098.5714285714287,Butler County_2011
Butler,2012,1108.3095238095239,Butler County_2012
Butler,2013,1175.5833333333333,Butler County_2013
Butler,2014,1158.107142857143,Butler County_2014
Butler,2015,1164.0238095238096,Butler County_2015
Butte,2010,1358.6666666666667,Butte County_2010
Butte,2011,1191.138888888889,Butte County_2011
Butte,2012,1135.4722222222222,Butte County_2012
Butte,2013,1155.0,Butte County_2013
Butte,2014,1176.5,Butte County_2014
Butte,2015,1255.638888888889,Butte County_2015
Butts,2010,1037.0,Butts County_2010
Butts,2011,1023.5833333333334,Butts County_2011
Butts,2012,995.25,Butts County_2012
Butts,2013,980.75,Butts County_2013
Butts,2014,987.6666666666666,Butts County_2014
Butts,2015,1036.6666666666667,Butts County_2015
Cabarrus,2010,929.0,Cabarrus County_2010
Cabarrus,2011,944.25,Cabarrus County_2011
Cabarrus,2012,954.9166666666666,Cabarrus County_2012
Cabarrus,2013,968.7083333333334,Cabarrus County_2013
Cabarrus,2014,992.5,Cabarrus County_2014
Cabarrus,2015,1041.3333333333333,Cabarrus County_2015
Cabell,2010,982.5,Cabell County_2010
Cabell,2011,899.3333333333334,Cabell County_2011
Cabell,2012,917.0,Cabell County_2012
Cabell,2013,908.0833333333334,Cabell County_2013
Cabell,2014,867.0,Cabell County_2014
Cabell,2015,887.5,Cabell County_2015
Caddo,2010,969.0,Caddo County_2010
Caddo,2011,983.1666666666666,Caddo County_2011
Caddo,2012,870.9166666666666,Caddo County_2012
Caddo,2013,876.9166666666666,Caddo County_2013
Caddo,2014,900.6666666666666,Caddo County_2014
Caddo,2015,912.8333333333334,Caddo County_2015
Caldwell,2010,1047.0,Caldwell County_2010
Caldwell,2011,1028.0833333333333,Caldwell County_2011
Caldwell,2012,1037.3333333333333,Caldwell County_2012
Caldwell,2013,1084.8333333333333,Caldwell County_2013
Caldwell,2014,1135.4166666666667,Caldwell County_2014
Caldwell,2015,1237.0833333333333,Caldwell County_2015
Calhoun,2010,914.6666666666666,Calhoun County_2010
Calhoun,2011,862.5,Calhoun County_2011
Calhoun,2012,768.6666666666666,Calhoun County_2012
Calhoun,2013,742.7777777777778,Calhoun County_2013
Calhoun,2014,775.1944444444445,Calhoun County_2014
Calhoun,2015,793.7222222222222,Calhoun County_2015
Callaway,2010,976.0,Callaway County_2010
Callaway,2011,922.5833333333334,Callaway County_2011
Callaway,2012,928.0,Callaway County_2012
Callaway,2013,904.0,Callaway County_2013
Callaway,2014,910.25,Callaway County_2014
Callaway,2015,939.3333333333334,Callaway County_2015
Calloway,2010,967.0,Calloway County_2010
Calloway,2011,914.0,Calloway County_2011
Calloway,2012,927.6666666666666,Calloway County_2012
Calloway,2013,896.0,Calloway County_2013
Calloway,2014,932.25,Calloway County_2014
Calloway,2015,1012.9166666666666,Calloway County_2015
Calvert,2010,1416.0,Calvert County_2010
Calvert,2011,1372.4166666666667,Calvert County_2011
Calvert,2012,1456.0,Calvert County_2012
Calvert,2013,1489.1666666666667,Calvert County_2013
Calvert,2014,1446.8333333333333,Calvert County_2014
Calvert,2015,1519.25,Calvert County_2015
Camden,2010,1579.5,Camden County_2010
Camden,2011,1553.404761904762,Camden County_2011
Camden,2012,1496.4086021505377,Camden County_2012
Camden,2013,1500.8125,Camden County_2013
Camden,2014,1498.1041666666667,Camden County_2014
Camden,2015,1566.2395833333333,Camden County_2015
Cameron,2010,913.3333333333334,Cameron County_2010
Cameron,2011,913.3611111111111,Cameron County_2011
Cameron,2012,869.0833333333334,Cameron County_2012
