County,Year,Monthly Rent,County_Year_Key
Grays Harbor,2014,837.3333333333334,Grays Harbor County_2014
Grays Harbor,2015,832.9166666666666,Grays Harbor County_2015
Grayson,2010,1087.5,Grayson County_2010
Grayson,2011,1061.1666666666667,Grayson County_2011
Grayson,2012,950.0833333333334,Grayson County_2012
Grayson,2013,940.2083333333334,Grayson County_2013
Grayson,2014,1017.0,Grayson County_2014
Grayson,2015,1027.3333333333333,Grayson County_2015
Greene,2010,874.2142857142857,Greene County_2010
Greene,2011,886.4285714285714,Greene County_2011
Greene,2012,898.8333333333334,Greene County_2012
Greene,2013,915.4880952380952,Greene County_2013
Greene,2014,919.9761904761905,Greene County_2014
Greene,2015,921.952380952381,Greene County_2015
Greenville,2010,1047.3,Greenville County_2010
Greenville,2011,1056.8333333333333,Greenville County_2011
Greenville,2012,1051.6333333333334,Greenville County_2012
Greenville,2013,1134.2333333333333,Greenville County_2013
Greenville,2014,1232.4166666666667,Greenville County_2014
Greenville,2015,1284.9666666666667,Greenville County_2015
Greenwood,2010,926.0,Greenwood County_2010
Greenwood,2011,936.9166666666666,Greenwood County_2011
Greenwood,2012,930.8333333333334,Greenwood County_2012
Greenwood,2013,971.0,Greenwood County_2013
Greenwood,2014,994.5,Greenwood County_2014
Greenwood,2015,1039.0,Greenwood County_2015
Gregg,2010,1215.0,Gregg County_2010
Gregg,2011,1227.1666666666667,Gregg County_2011
Gregg,2012,1136.3333333333333,Gregg County_2012
Gregg,2013,970.0,Gregg County_2013
Gregg,2014,1198.75,Gregg County_2014
Gregg,2015,1240.5833333333333,Gregg County_2015
Guadalupe,2010,1259.0,Guadalupe County_2010
Guadalupe,2011,1268.361111111111,Guadalupe County_2011
Guadalupe,2012,1312.7222222222222,Guadalupe County_2012
Guadalupe,2013,1341.7777777777778,Guadalupe County_2013
Guadalupe,2014,1392.4444444444443,Guadalupe County_2014
Guadalupe,2015,1445.7777777777778,Guadalupe County_2015
Guilford,2010,869.0,Guilford County_2010
Guilford,2011,915.0,Guilford County_2011
Guilford,2012,902.2916666666666,Guilford County_2012
Guilford,2013,885.2916666666666,Guilford County_2013
Guilford,2014,919.4583333333334,Guilford County_2014
Guilford,2015,946.5,Guilford County_2015
Gwinnett,2010,1304.35,Gwinnett County_2010
Gwinnett,2011,1295.025,Gwinnett County_2011
Gwinnett,2012,1289.1666666666667,Gwinnett County_2012
Gwinnett,2013,1307.65,Gwinnett County_2013
Gwinnett,2014,1359.7,Gwinnett County_2014
Gwinnett,2015,1428.7,Gwinnett County_2015
Hale,2010,909.5,Hale County_2010
Hale,2011,924.5833333333334,Hale County_2011
Hale,2012,944.3333333333334,Hale County_2012
Hale,2013,964.5,Hale County_2013
Hale,2014,954.0833333333334,Hale County_2014
Hale,2015,994.5,Hale County_2015
Halifax,2010,853.5,Halifax County_2010
Halifax,2011,848.0833333333334,Halifax County_2011
Halifax,2012,854.25,Halifax County_2012
Halifax,2013,848.0833333333334,Halifax County_2013
Halifax,2014,858.5,Halifax County_2014
Halifax,2015,854.0,Halifax County_2015
Hall,2010,1061.1666666666667,Hall County_2010
Hall,2011,1070.5277777777778,Hall County_2011
Hall,2012,1065.861111111111,Hall County_2012
Hall,2013,1089.25,Hall County_2013
Hall,2014,1128.25,Hall County_2014
Hall,2015,1214.3333333333333,Hall County_2015
Hamblen,2010,859.5,Hamblen County_2010
Hamblen,2011,861.6666666666666,Hamblen County_2011
Hamblen,2012,881.5833333333334,Hamblen County_2012
Hamblen,2013,889.3333333333334,Hamblen County_2013
Hamblen,2014,881.8333333333334,Hamblen County_2014
Hamblen,2015,898.9166666666666,Hamblen County_2015
Hamilton,2010,1127.0,Hamilton County_2010
Hamilton,2011,1192.2222222222222,Hamilton County_2011
Hamilton,2012,1246.1180555555557,Hamilton County_2012
Hamilton,2013,1266.4375,Hamilton County_2013
Hamilton,2014,1299.9305555555557,Hamilton County_2014
Hamilton,2015,1365.2291666666667,Hamilton County_2015
Hampden,2010,1406.0,Hampden County_2010
Hampden,2011,1437.375,Hampden County_2011
Hampden,2012,1457.5,Hampden County_2012
Hampden,2013,1340.7916666666667,Hampden County_2013
Hampden,2014,1319.1875,Hampden County_2014
Hampden,2015,1529.5520833333333,Hampden County_2015
Hampshire,2010,1501.1666666666667,Hampshire County_2010
Hampshire,2011,1501.0555555555557,Hampshire County_2011
Hampshire,2012,1561.0555555555557,Hampshire County_2012
Hampshire,2013,1569.25,Hampshire County_2013
Hampshire,2014,1531.5555555555557,Hampshire County_2014
Hampshire,2015,1719.9722222222222,Hampshire County_2015
Hampton City,2010,1139.5,Hampton City County_2010
Hampton City,2011,1149.6666666666667,Hampton City County_2011
Hampton City,2012,1161.75,Hampton City County_2012
Hampton City,2013,1174.1666666666667,Hampton City County_2013
Hampton City,2014,1200.25,Hampton City County_2014
Hampton City,2015,1211.5,Hampton City County_2015
Hancock,2010,848.0,Hancock County_2010
Hancock,2011,900.6666666666666,Hancock County_2011
Hancock,2012,879.6666666666666,Hancock County_2012
Hancock,2013,830.75,Hancock County_2013
Hancock,2014,840.9166666666666,Hancock County_2014
Hancock,2015,807.25,Hancock County_2015
Hanover,2010,1300.5,Hanover County_2010
Hanover,2011,1299.0833333333333,Hanover County_2011
Hanover,2012,1405.0,Hanover County_2012
Hanover,2013,1444.5,Hanover County_2013
Hanover,2014,1488.5,Hanover County_2014
Hanover,2015,1509.5833333333333,Hanover County_2015
Hardin,2010,1066.375,Hardin County_2010
Hardin,2011,1084.8333333333333,Hardin County_2011
Hardin,2012,1092.9375,Hardin County_2012
Hardin,2013,1093.8541666666667,Hardin County_2013
Hardin,2014,1102.2083333333333,Hardin County_2014
Hardin,2015,1161.1666666666667,Hardin County_2015
Harford,2010,1548.857142857143,Harford County_2010
Harford,2011,1556.6785714285713,Harford County_2011
Harford,2012,1588.107142857143,Harford County_2012
Harford,2013,1597.0595238095239,Harford County_2013
Harford,2014,1621.2619047619048,Harford County_2014
Harford,2015,1636.3690476190477,Harford County_2015
Harnett,2010,871.5,Harnett County_2010
Harnett,2011,893.1666666666666,Harnett County_2011
Harnett,2012,905.5,Harnett County_2012
Harnett,2013,922.2083333333334,Harnett County_2013
Harnett,2014,925.9166666666666,Harnett County_2014
Harnett,2015,905.25,Harnett County_2015
Harris,2010,1443.4285714285713,Harris County_2010
Harris,2011,1444.3035714285713,Harris County_2011
Harris,2012,1454.392857142857,Harris County_2012
Harris,2013,1523.4940476190477,Harris County_2013
Harris,2014,1617.8988095238096,Harris County_2014
Harris,2015,1763.029761904762,Harris County_2015
Harrison,2010,1038.875,Harrison County_2010
Harrison,2011,1035.375,Harrison County_2011
Harrison,2012,1030.6875,Harrison County_2012
Harrison,2013,1052.5,Harrison County_2013
Harrison,2014,1044.1666666666667,Harrison County_2014
Harrison,2015,1074.9375,Harrison County_2015
Harrisonburg City,2010,1162.0,Harrisonburg City County_2010
Harrisonburg City,2011,1200.75,Harrisonburg City County_2011
Harrisonburg City,2012,1056.4166666666667,Harrisonburg City County_2012
Harrisonburg City,2013,953.0833333333334,Harrisonburg City County_2013
Harrisonburg City,2014,1029.3333333333333,Harrisonburg City County_2014
Harrisonburg City,2015,1111.75,Harrisonburg City County_2015
Hartford,2010,1567.7368421052631,Hartford County_2010
Hartford,2011,1596.0833333333333,Hartford County_2011
Hartford,2012,1587.7280701754387,Hartford County_2012
Hartford,2013,1576.1359649122808,Hartford County_2013
Hartford,2014,1613.6491228070176,Hartford County_2014
Hartford,2015,1660.482456140351,Hartford County_2015
Harvey,2010,796.5,Harvey County_2010
Harvey,2011,849.25,Harvey County_2011
Harvey,2012,949.9166666666666,Harvey County_2012
Harvey,2013,969.5833333333334,Harvey County_2013
Harvey,2014,914.1666666666666,Harvey County_2014
Harvey,2015,894.5,Harvey County_2015
Hawaii,2010,962.25,Hawaii County_2010
Hawaii,2011,1099.5833333333333,Hawaii County_2011
Hawaii,2012,1179.7083333333333,Hawaii County_2012
Hawaii,2013,1190.2916666666667,Hawaii County_2013
Hawaii,2014,1155.8333333333333,Hawaii County_2014
Hawaii,2015,1236.0,Hawaii County_2015
Hays,2010,1132.75,Hays County_2010
Hays,2011,1153.1666666666667,Hays County_2011
Hays,2012,1200.3333333333333,Hays County_2012
Hays,2013,1239.75,Hays County_2013
Hays,2014,1299.0416666666667,Hays County_2014
Hays,2015,1401.625,Hays County_2015
Haywood,2010,958.5,Haywood County_2010
Haywood,2011,931.7083333333334,Haywood County_2011
Haywood,2012,868.2083333333334,Haywood County_2012
Haywood,2013,845.3333333333334,Haywood County_2013
Haywood,2014,971.3333333333334,Haywood County_2014
Haywood,2015,1024.7916666666667,Haywood County_2015
Henderson,2010,1005.5,Henderson County_2010
Henderson,2011,1038.0416666666667,Henderson County_2011
Henderson,2012,1026.3333333333333,Henderson County_2012
Henderson,2013,975.25,Henderson County_2013
Henderson,2014,982.0416666666666,Henderson County_2014
Henderson,2015,1068.7083333333333,Henderson County_2015
Hendricks,2010,1254.0,Hendricks County_2010
Hendricks,2011,1225.0625,Hendricks County_2011
Hendricks,2012,1263.8125,Hendricks County_2012
Hendricks,2013,1254.1458333333333,Hendricks County_2013
Hendricks,2014,1290.4375,Hendricks County_2014
Hendricks,2015,1315.9375,Hendricks County_2015
Hendry,2010,1081.75,Hendry County_2010
Hendry,2011,1039.1666666666667,Hendry County_2011
Hendry,2012,992.625,Hendry County_2012
Hendry,2013,1021.125,Hendry County_2013
Hendry,2014,1091.4166666666667,Hendry County_2014
Hendry,2015,1151.2083333333333,Hendry County_2015
Hennepin,2010,1423.78125,Hennepin County_2010
Hennepin,2011,1454.65625,Hennepin County_2011
Hennepin,2012,1469.75,Hennepin County_2012
Hennepin,2013,1525.6875,Hennepin County_2013
Hennepin,2014,1568.109375,Hennepin County_2014
Hennepin,2015,1587.546875,Hennepin County_2015
Henrico,2010,1434.0,Henrico County_2010
Henrico,2011,1444.9583333333333,Henrico County_2011
Henrico,2012,1511.6666666666667,Henrico County_2012
Henrico,2013,1577.7916666666667,Henrico County_2013
Henrico,2014,1648.8333333333333,Henrico County_2014
Henrico,2015,1652.0,Henrico County_2015
Henry,2010,1133.5,Henry County_2010
Henry,2011,1112.9444444444443,Henry County_2011
Henry,2012,1075.8333333333333,Henry County_2012
Henry,2013,1069.3333333333333,Henry County_2013
Henry,2014,1095.1666666666667,Henry County_2014
Henry,2015,1133.611111111111,Henry County_2015
Hernando,2010,958.5,Hernando County_2010
Hernando,2011,947.5833333333334,Hernando County_2011
Hernando,2012,946.8333333333334,Hernando County_2012
Hernando,2013,1009.5833333333334,Hernando County_2013
Hernando,2014,1041.9166666666667,Hernando County_2014
Hernando,2015,1105.0,Hernando County_2015
Hidalgo,2010,990.8333333333334,Hidalgo County_2010
Hidalgo,2011,946.2870370370371,Hidalgo County_2011
Hidalgo,2012,930.1388888888889,Hidalgo County_2012
Hidalgo,2013,995.4814814814815,Hidalgo County_2013
Hidalgo,2014,993.4537037037037,Hidalgo County_2014
Hidalgo,2015,1000.3148148148148,Hidalgo County_2015
Highlands,2010,778.8333333333334,Highlands County_2010
Highlands,2011,769.8055555555555,Highlands County_2011
Highlands,2012,785.75,Highlands County_2012
Highlands,2013,809.5,Highlands County_2013
Highlands,2014,879.0833333333334,Highlands County_2014
Highlands,2015,873.0555555555555,Highlands County_2015
Hillsborough,2010,1245.0,Hillsborough County_2010
Hillsborough,2011,1255.0833333333333,Hillsborough County_2011
Hillsborough,2012,1337.6456140350876,Hillsborough County_2012
Hillsborough,2013,1391.3466666666666,Hillsborough County_2013
Hillsborough,2014,1417.94,Hillsborough County_2014
Hillsborough,2015,1482.9466666666667,Hillsborough County_2015
Hinds,2010,923.0,Hinds County_2010
Hinds,2011,891.4583333333334,Hinds County_2011
Hinds,2012,924.0,Hinds County_2012
Hinds,2013,896.5416666666666,Hinds County_2013
Hinds,2014,898.2083333333334,Hinds County_2014
Hinds,2015,989.5833333333334,Hinds County_2015
Hoke,2010,996.5,Hoke County_2010
Hoke,2011,1071.1666666666667,Hoke County_2011
Hoke,2012,1096.3333333333333,Hoke County_2012
Hoke,2013,1095.5,Hoke County_2013
Hoke,2014,1066.8333333333333,Hoke County_2014
Hoke,2015,1060.3333333333333,Hoke County_2015
Honolulu,2010,2140.181818181818,Honolulu County_2010
Honolulu,2011,2143.4545454545455,Honolulu County_2011
Honolulu,2012,2121.568181818182,Honolulu County_2012
Honolulu,2013,2224.3636363636365,Honolulu County_2013
Honolulu,2014,2212.8636363636365,Honolulu County_2014
Honolulu,2015,2430.2651515151515,Honolulu County_2015
Hood,2010,1305.5,Hood County_2010
Hood,2011,1320.0833333333333,Hood County_2011
Hood,2012,1394.6666666666667,Hood County_2012
Hood,2013,1363.0833333333333,Hood County_2013
Hood,2014,1432.25,Hood County_2014
Hood,2015,1465.75,Hood County_2015
Hood River,2010,1279.5,Hood River County_2010
Hood River,2011,1333.25,Hood River County_2011
Hood River,2012,1337.5833333333333,Hood River County_2012
Hood River,2013,1339.9166666666667,Hood River County_2013
Hood River,2014,1376.3333333333333,Hood River County_2014
Hood River,2015,1543.9166666666667,Hood River County_2015
Hopewell City,2010,986.5,Hopewell City County_2010
Hopewell City,2011,1001.5,Hopewell City County_2011
Hopewell City,2012,1014.5,Hopewell City County_2012
Hopewell City,2013,910.0,Hopewell City County_2013
Hopewell City,2014,938.0833333333334,Hopewell City County_2014
Hopewell City,2015,917.9166666666666,Hopewell City County_2015
Horry,2010,945.9,Horry County_2010
Horry,2011,973.3166666666667,Horry County_2011
Horry,2012,976.5333333333333,Horry County_2012
Horry,2013,1005.4666666666667,Horry County_2013
Horry,2014,1035.2833333333333,Horry County_2014
Horry,2015,1120.1,Horry County_2015
Houston,2010,1036.3333333333333,Houston County_2010
Houston,2011,1010.9444444444445,Houston County_2011
Houston,2012,969.2,Houston County_2012
Houston,2013,974.6458333333334,Houston County_2013
Houston,2014,980.2708333333334,Houston County_2014
Houston,2015,988.4791666666666,Houston County_2015
Howard,2010,1656.6,Howard County_2010
Howard,2011,1655.0,Howard County_2011
Howard,2012,1642.3333333333333,Howard County_2012
Howard,2013,1670.6166666666666,Howard County_2013
Howard,2014,1708.2333333333333,Howard County_2014
Howard,2015,1767.3333333333333,Howard County_2015
Hudson,2010,1965.9285714285713,Hudson County_2010
Hudson,2011,1983.7380952380952,Hudson County_2011
Hudson,2012,2069.1190476190477,Hudson County_2012
Hudson,2013,2102.4166666666665,Hudson County_2013
Hudson,2014,2237.2976190476193,Hudson County_2014
Hudson,2015,2357.940476190476,Hudson County_2015
Humboldt,2010,,Humboldt County_2010
Humboldt,2011,,Humboldt County_2011
Humboldt,2012,1533.148148148148,Humboldt County_2012
Humboldt,2013,1412.25,Humboldt County_2013
Humboldt,2014,1368.638888888889,Humboldt County_2014
Humboldt,2015,1486.9722222222222,Humboldt County_2015
Hunt,2010,1098.0,Hunt County_2010
Hunt,2011,1013.5833333333334,Hunt County_2011
Hunt,2012,841.4166666666666,Hunt County_2012
Hunt,2013,805.5833333333334,Hunt County_2013
Hunt,2014,897.5,Hunt County_2014
Hunt,2015,923.0,Hunt County_2015
Hunterdon,2010,2229.0,Hunterdon County_2010
Hunterdon,2011,2228.5833333333335,Hunterdon County_2011
Hunterdon,2012,2294.7083333333335,Hunterdon County_2012
Hunterdon,2013,2330.625,Hunterdon County_2013
Hunterdon,2014,2412.5416666666665,Hunterdon County_2014
Hunterdon,2015,2381.5,Hunterdon County_2015
Iberia,2010,1013.0,Iberia County_2010
Iberia,2011,1096.3333333333333,Iberia County_2011
Iberia,2012,1140.6666666666667,Iberia County_2012
Iberia,2013,1097.8333333333333,Iberia County_2013
Iberia,2014,1119.5,Iberia County_2014
Iberia,2015,1247.5833333333333,Iberia County_2015
Iberville,2010,,Iberville County_2010
Iberville,2011,,Iberville County_2011
Iberville,2012,1296.7777777777778,Iberville County_2012
Iberville,2013,1295.25,Iberville County_2013
Iberville,2014,1206.0833333333333,Iberville County_2014
Iberville,2015,1344.0833333333333,Iberville County_2015
Imperial,2010,1706.75,Imperial County_2010
Imperial,2011,1549.4583333333333,Imperial County_2011
Imperial,2012,1332.125,Imperial County_2012
Imperial,2013,1129.5416666666667,Imperial County_2013
Imperial,2014,1139.1666666666667,Imperial County_2014
Imperial,2015,1178.0416666666667,Imperial County_2015
Independence,2010,797.0,Independence County_2010
Independence,2011,802.8333333333334,Independence County_2011
Independence,2012,808.8333333333334,Independence County_2012
Independence,2013,862.0,Independence County_2013
Independence,2014,861.0,Independence County_2014
Independence,2015,868.0833333333334,Independence County_2015
Indian River,2010,1068.0,Indian River County_2010
Indian River,2011,1037.9166666666667,Indian River County_2011
Indian River,2012,1092.9166666666667,Indian River County_2012
Indian River,2013,1170.375,Indian River County_2013
Indian River,2014,1217.75,Indian River County_2014
Indian River,2015,1269.75,Indian River County_2015
Ingham,2010,,Ingham County_2010
Ingham,2011,,Ingham County_2011
Ingham,2012,1208.361111111111,Ingham County_2012
Ingham,2013,1223.3958333333333,Ingham County_2013
Ingham,2014,1279.5625,Ingham County_2014
Ingham,2015,1265.3541666666667,Ingham County_2015
Ionia,2010,951.5,Ionia County_2010
Ionia,2011,914.5833333333334,Ionia County_2011
Ionia,2012,712.5,Ionia County_2012
Ionia,2013,707.4166666666666,Ionia County_2013
Ionia,2014,823.4166666666666,Ionia County_2014
Ionia,2015,877.4166666666666,Ionia County_2015
Iredell,2010,977.75,Iredell County_2010
Iredell,2011,972.2916666666666,Iredell County_2011
Iredell,2012,1057.0,Iredell County_2012
Iredell,2013,1113.125,Iredell County_2013
Iredell,2014,1127.9583333333333,Iredell County_2014
Iredell,2015,1170.1666666666667,Iredell County_2015
Iron,2010,,Iron County_2010
Iron,2011,,Iron County_2011
Iron,2012,924.2222222222222,Iron County_2012
Iron,2013,962.0833333333334,Iron County_2013
Iron,2014,897.5,Iron County_2014
Iron,2015,983.3333333333334,Iron County_2015
Isabella,2010,1156.5,Isabella County_2010
Isabella,2011,1071.0833333333333,Isabella County_2011
Isabella,2012,891.5,Isabella County_2012
Isabella,2013,887.5,Isabella County_2013
Isabella,2014,963.3333333333334,Isabella County_2014
Isabella,2015,981.8333333333334,Isabella County_2015
Island,2010,1239.0,Island County_2010
Island,2011,1183.4166666666667,Island County_2011
Island,2012,1146.8333333333333,Island County_2012
Island,2013,1198.4166666666667,Island County_2013
Island,2014,1236.4166666666667,Island County_2014
Island,2015,1273.3333333333333,Island County_2015
Itasca,2010,1191.0,Itasca County_2010
Itasca,2011,1176.4166666666667,Itasca County_2011
Itasca,2012,1198.0,Itasca County_2012
Itasca,2013,1246.8333333333333,Itasca County_2013
Itasca,2014,1256.25,Itasca County_2014
Itasca,2015,1234.3333333333333,Itasca County_2015
Jackson,2010,966.75,Jackson County_2010
Jackson,2011,991.984375,Jackson County_2011
Jackson,2012,968.4427860696518,Jackson County_2012
Jackson,2013,967.2303921568628,Jackson County_2013
Jackson,2014,1006.7794117647059,Jackson County_2014
Jackson,2015,1056.2941176470588,Jackson County_2015
James City,2010,1757.5,James City County_2010
James City,2011,1732.0,James City County_2011
James City,2012,1710.4166666666667,James City County_2012
James City,2013,1720.4166666666667,James City County_2013
James City,2014,1781.5,James City County_2014
James City,2015,1777.25,James City County_2015
Jasper,2010,,Jasper County_2010
Jasper,2011,,Jasper County_2011
Jasper,2012,759.8888888888889,Jasper County_2012
Jasper,2013,741.0,Jasper County_2013
Jasper,2014,786.1666666666666,Jasper County_2014
Jasper,2015,808.3333333333334,Jasper County_2015
Jefferson,2010,1134.375,Jefferson County_2010
Jefferson,2011,1155.364161849711,Jefferson County_2011
Jefferson,2012,1160.6880952380952,Jefferson County_2012
Jefferson,2013,1174.75,Jefferson County_2013
Jefferson,2014,1209.2094594594594,Jefferson County_2014
Jefferson,2015,1286.7995495495495,Jefferson County_2015
Jerome,2010,,Jerome County_2010
Jerome,2011,842.6,Jerome County_2011
Jerome,2012,843.5833333333334,Jerome County_2012
Jerome,2013,844.25,Jerome County_2013
Jerome,2014,875.4166666666666,Jerome County_2014
Jerome,2015,942.6666666666666,Jerome County_2015
Jessamine,2010,915.0,Jessamine County_2010
Jessamine,2011,938.75,Jessamine County_2011
Jessamine,2012,916.4166666666666,Jessamine County_2012
Jessamine,2013,874.5833333333334,Jessamine County_2013
Jessamine,2014,909.25,Jessamine County_2014
Jessamine,2015,933.75,Jessamine County_2015
Jim Wells,2010,,Jim Wells County_2010
Jim Wells,2011,,Jim Wells County_2011
Jim Wells,2012,927.6666666666666,Jim Wells County_2012
Jim Wells,2013,963.0833333333334,Jim Wells County_2013
Jim Wells,2014,1017.4166666666666,Jim Wells County_2014
Jim Wells,2015,1120.0,Jim Wells County_2015
Johnson,2010,1238.607142857143,Johnson County_2010
Johnson,2011,1325.3333333333333,Johnson County_2011
Johnson,2012,1395.452380952381,Johnson County_2012
Johnson,2013,1408.392857142857,Johnson County_2013
Johnson,2014,1445.095238095238,Johnson County_2014
Johnson,2015,1502.8392857142858,Johnson County_2015
Johnston,2010,1064.75,Johnston County_2010
Johnston,2011,1058.7916666666667,Johnston County_2011
Johnston,2012,1051.4583333333333,Johnston County_2012
Johnston,2013,1074.625,Johnston County_2013
Johnston,2014,1092.875,Johnston County_2014
Johnston,2015,1130.875,Johnston County_2015
Josephine,2010,960.5,Josephine County_2010
Josephine,2011,981.3333333333334,Josephine County_2011
Josephine,2012,983.5,Josephine County_2012
Josephine,2013,945.5833333333334,Josephine County_2013
Josephine,2014,1006.8333333333334,Josephine County_2014
Josephine,2015,1141.3333333333333,Josephine County_2015
Kalamazoo,2010,,Kalamazoo County_2010
Kalamazoo,2011,,Kalamazoo County_2011
Kalamazoo,2012,1020.5925925925926,Kalamazoo County_2012
Kalamazoo,2013,1136.9722222222222,Kalamazoo County_2013
Kalamazoo,2014,1292.2222222222222,Kalamazoo County_2014
Kalamazoo,2015,1345.0833333333333,Kalamazoo County_2015
Kanawha,2010,,Kanawha County_2010
Kanawha,2011,,Kanawha County_2011
Kanawha,2012,975.5555555555555,Kanawha County_2012
Kanawha,2013,972.0,Kanawha County_2013
Kanawha,2014,866.8333333333334,Kanawha County_2014
Kanawha,2015,1028.3333333333333,Kanawha County_2015
Kandiyohi,2010,,Kandiyohi County_2010
Kandiyohi,2011,,Kandiyohi County_2011
Kandiyohi,2012,1140.5555555555557,Kandiyohi County_2012
Kandiyohi,2013,1223.3333333333333,Kandiyohi County_2013
Kandiyohi,2014,1217.8333333333333,Kandiyohi County_2014
Kandiyohi,2015,1218.6666666666667,Kandiyohi County_2015
Kane,2010,1610.9166666666667,Kane County_2010
Kane,2011,1658.875,Kane County_2011
Kane,2012,1667.986111111111,Kane County_2012
Kane,2013,1695.7222222222222,Kane County_2013
Kane,2014,1724.8333333333333,Kane County_2014
Kane,2015,1793.3055555555557,Kane County_2015
Kankakee,2010,1381.0,Kankakee County_2010
Kankakee,2011,1399.8333333333333,Kankakee County_2011
Kankakee,2012,1438.5416666666667,Kankakee County_2012
Kankakee,2013,1256.2916666666667,Kankakee County_2013
Kankakee,2014,1186.1666666666667,Kankakee County_2014
Kankakee,2015,1159.125,Kankakee County_2015
Kaufman,2010,1098.5,Kaufman County_2010
Kaufman,2011,1013.5,Kaufman County_2011
Kaufman,2012,1016.6666666666666,Kaufman County_2012
Kaufman,2013,1059.3333333333333,Kaufman County_2013
Kaufman,2014,1119.25,Kaufman County_2014
Kaufman,2015,1101.5833333333333,Kaufman County_2015
Kendall,2010,1716.5,Kendall County_2010
Kendall,2011,1805.5,Kendall County_2011
Kendall,2012,1791.3333333333333,Kendall County_2012
Kendall,2013,1936.0,Kendall County_2013
Kendall,2014,1900.3333333333333,Kendall County_2014
Kendall,2015,1880.5833333333333,Kendall County_2015
Kennebec,2010,,Kennebec County_2010
Kennebec,2011,770.0909090909091,Kennebec County_2011
Kennebec,2012,807.8333333333334,Kennebec County_2012
Kennebec,2013,801.625,Kennebec County_2013
Kennebec,2014,840.25,Kennebec County_2014
Kennebec,2015,925.6666666666666,Kennebec County_2015
Kenosha,2010,980.5,Kenosha County_2010
Kenosha,2011,1180.125,Kenosha County_2011
Kenosha,2012,1264.375,Kenosha County_2012
Kenosha,2013,1328.7083333333333,Kenosha County_2013
Kenosha,2014,1349.5833333333333,Kenosha County_2014
Kenosha,2015,1371.9583333333333,Kenosha County_2015
Kent,2010,1418.5833333333333,Kent County_2010
Kent,2011,1390.375,Kent County_2011
Kent,2012,1320.313725490196,Kent County_2012
Kent,2013,1345.2833333333333,Kent County_2013
Kent,2014,1355.7555555555555,Kent County_2014
Kent,2015,1409.588888888889,Kent County_2015
Kenton,2010,944.5,Kenton County_2010
Kenton,2011,961.6111111111111,Kenton County_2011
Kenton,2012,997.3055555555555,Kenton County_2012
Kenton,2013,994.75,Kenton County_2013
Kenton,2014,1047.8055555555557,Kenton County_2014
Kenton,2015,1091.1666666666667,Kenton County_2015
Kern,2010,1153.0,Kern County_2010
Kern,2011,1135.975,Kern County_2011
Kern,2012,1129.4666666666667,Kern County_2012
Kern,2013,1152.3916666666667,Kern County_2013
Kern,2014,1133.6583333333333,Kern County_2014
Kern,2015,1182.1083333333333,Kern County_2015
Kerr,2010,1255.5,Kerr County_2010
Kerr,2011,1251.9166666666667,Kerr County_2011
Kerr,2012,1245.25,Kerr County_2012
Kerr,2013,1246.0,Kerr County_2013
Kerr,2014,1292.5,Kerr County_2014
Kerr,2015,1353.0,Kerr County_2015
Kershaw,2010,865.5,Kershaw County_2010
Kershaw,2011,870.3333333333334,Kershaw County_2011
Kershaw,2012,930.4166666666666,Kershaw County_2012
Kershaw,2013,949.3333333333334,Kershaw County_2013
Kershaw,2014,943.4166666666666,Kershaw County_2014
Kershaw,2015,972.0,Kershaw County_2015
King,2010,1715.2173913043478,King County_2010
King,2011,1731.5036231884058,King County_2011
King,2012,1749.7608695652175,King County_2012
King,2013,1828.7971014492753,King County_2013
King,2014,1962.2028985507247,King County_2014
King,2015,2090.4565217391305,King County_2015
King George,2010,1429.5,King George County_2010
King George,2011,1465.4166666666667,King George County_2011
King George,2012,1487.8333333333333,King George County_2012
King George,2013,1501.75,King George County_2013
King George,2014,1516.5833333333333,King George County_2014
King George,2015,1459.25,King George County_2015
Kings,2010,1221.8333333333333,Kings County_2010
Kings,2011,1206.1944444444443,Kings County_2011
Kings,2012,1070.75,Kings County_2012
Kings,2013,1038.861111111111,Kings County_2013
Kings,2014,1070.75,Kings County_2014
Kings,2015,1112.6944444444443,Kings County_2015
Kitsap,2010,1362.7,Kitsap County_2010
Kitsap,2011,1454.6666666666667,Kitsap County_2011
Kitsap,2012,1487.4166666666667,Kitsap County_2012
Kitsap,2013,1518.6,Kitsap County_2013
Kitsap,2014,1601.4166666666667,Kitsap County_2014
Kitsap,2015,1687.5166666666667,Kitsap County_2015
Kittitas,2010,1300.0,Kittitas County_2010
Kittitas,2011,1254.6666666666667,Kittitas County_2011
Kittitas,2012,1269.9166666666667,Kittitas County_2012
Kittitas,2013,1261.1666666666667,Kittitas County_2013
Kittitas,2014,1216.0833333333333,Kittitas County_2014
Kittitas,2015,1321.8333333333333,Kittitas County_2015
Klamath,2010,835.5,Klamath County_2010
Klamath,2011,859.0833333333334,Klamath County_2011
Klamath,2012,850.25,Klamath County_2012
Klamath,2013,839.5,Klamath County_2013
Klamath,2014,792.75,Klamath County_2014
Klamath,2015,846.4166666666666,Klamath County_2015
Kleberg,2010,997.5,Kleberg County_2010
Kleberg,2011,973.6666666666666,Kleberg County_2011
Kleberg,2012,954.0,Kleberg County_2012
Kleberg,2013,998.5,Kleberg County_2013
Kleberg,2014,1022.75,Kleberg County_2014
Kleberg,2015,1098.0,Kleberg County_2015
Knox,2010,1094.375,Knox County_2010
Knox,2011,1092.25,Knox County_2011
